Mode of Travel,Zone Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Trip Duration (sec),Avg All Trip Duration (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Trip Duration 0-10 min (percent),Trip Duration 10-20 min (percent),Trip Duration 20-30 min (percent),Trip Duration 30-40 min (percent),Trip Duration 40-50 min (percent),Trip Duration 50-60 min (percent),Trip Duration 60-70 min (percent),Trip Duration 70-80 min (percent),Trip Duration 80-90 min (percent),Trip Duration 90-100 min (percent),Trip Duration 100-110 min (percent),Trip Duration 110-120 min (percent),Trip Duration 120-130 min (percent),Trip Duration 130-140 min (percent),Trip Duration 140-150 min (percent),Trip Duration 150+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-5 mi (percent),Trip Length 5-10 mi (percent),Trip Length 10-20 mi (percent),Trip Length 20-30 mi (percent),Trip Length 30-40 mi (percent),Trip Length 40-50 mi (percent),Trip Length 50-60 mi (percent),Trip Length 60-70 mi (percent),Trip Length 70-80 mi (percent),Trip Length 80-90 mi (percent),Trip Length 90-100 mi (percent),Trip Length 100+ mi (percent),Trip Speed 0-10 mph (percent),Trip Speed 10-20 mph (percent),Trip Speed 20-30 mph (percent),Trip Speed 30-40 mph (percent),Trip Speed 40-50 mph (percent),Trip Speed 50-60 mph (percent),Trip Speed 60-70 mph (percent),Trip Speed 70-80 mph (percent),Trip Speed 80-90 mph (percent),Trip Speed 90+ mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
All Vehicles - StL All Vehicles Volume,Origin,103,LEE,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),54957,1741,1838,11.3,11.6,17,17,2.322,0.163,0.301,0.201,0.119,0.068,0.041,0.028,0.019,0.014,0.010,0.007,0.006,0.005,0.003,0.003,0.012,0.107,0.187,0.269,0.151,0.155,0.049,0.022,0.014,0.010,0.007,0.006,0.005,0.004,0.014,0.383,0.282,0.158,0.101,0.050,0.019,0.006,0.001,0.000,0.000,0.790,0.097,0.036,0.020,0.012,0.045
All Vehicles - StL All Vehicles Volume,Origin,103,LEE,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),53597,1613,1666,10.3,10.4,18,18,2.049,0.162,0.313,0.217,0.125,0.068,0.038,0.023,0.015,0.011,0.007,0.005,0.003,0.003,0.002,0.002,0.006,0.101,0.172,0.259,0.167,0.187,0.048,0.021,0.012,0.008,0.006,0.004,0.003,0.003,0.009,0.347,0.280,0.182,0.114,0.054,0.017,0.005,0.001,0.000,0.000,0.818,0.090,0.032,0.016,0.010,0.034
All Vehicles - StL All Vehicles Volume,Origin,103,LEE,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),157751,1835,1882,13.3,13.3,19,19,2.067,0.156,0.294,0.204,0.118,0.069,0.042,0.028,0.021,0.016,0.012,0.009,0.007,0.006,0.005,0.003,0.010,0.108,0.167,0.241,0.154,0.171,0.053,0.025,0.018,0.013,0.010,0.009,0.007,0.006,0.018,0.344,0.261,0.170,0.119,0.067,0.028,0.010,0.001,0.000,0.000,0.814,0.093,0.033,0.017,0.010,0.033
All Vehicles - StL All Vehicles Volume,Origin,103,LEE,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),25372,2031,2077,15.8,15.7,21,20,2.056,0.139,0.274,0.206,0.120,0.072,0.045,0.032,0.025,0.020,0.015,0.011,0.009,0.006,0.006,0.004,0.016,0.094,0.152,0.224,0.165,0.177,0.059,0.030,0.021,0.015,0.014,0.010,0.009,0.007,0.023,0.313,0.256,0.179,0.128,0.076,0.035,0.012,0.001,0.000,0.000,0.823,0.086,0.032,0.017,0.009,0.033
All Vehicles - StL All Vehicles Volume,Origin,103,LEE,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),61964,1884,1932,13.7,13.6,19,19,2.086,0.151,0.292,0.199,0.118,0.070,0.045,0.030,0.023,0.017,0.013,0.010,0.007,0.006,0.005,0.003,0.011,0.105,0.169,0.247,0.146,0.168,0.052,0.026,0.020,0.015,0.011,0.010,0.006,0.007,0.018,0.350,0.262,0.165,0.116,0.068,0.028,0.010,0.001,0.000,0.000,0.805,0.098,0.035,0.018,0.010,0.034
All Vehicles - StL All Vehicles Volume,Origin,103,LEE,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),42557,1774,1820,12.6,12.7,19,19,2.040,0.158,0.297,0.207,0.120,0.070,0.041,0.026,0.019,0.014,0.011,0.008,0.007,0.006,0.005,0.003,0.008,0.109,0.163,0.244,0.158,0.174,0.054,0.024,0.016,0.011,0.009,0.008,0.007,0.007,0.016,0.341,0.263,0.172,0.121,0.066,0.027,0.009,0.001,0.000,0.000,0.817,0.093,0.032,0.017,0.009,0.032
All Vehicles - StL All Vehicles Volume,Origin,105,LIVINGSTON,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),132694,1788,1848,12.9,13.0,19,19,2.194,0.177,0.292,0.188,0.115,0.074,0.047,0.030,0.020,0.014,0.010,0.007,0.006,0.004,0.003,0.002,0.011,0.145,0.198,0.215,0.116,0.135,0.070,0.044,0.023,0.014,0.010,0.007,0.005,0.004,0.014,0.402,0.222,0.135,0.118,0.083,0.031,0.008,0.001,0.000,0.000,0.810,0.089,0.034,0.019,0.011,0.037
All Vehicles - StL All Vehicles Volume,Origin,105,LIVINGSTON,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),26437,1896,1967,14.6,14.8,20,20,2.249,0.161,0.281,0.186,0.118,0.079,0.053,0.033,0.021,0.016,0.012,0.008,0.006,0.005,0.004,0.003,0.014,0.128,0.176,0.212,0.121,0.144,0.077,0.053,0.028,0.016,0.010,0.008,0.006,0.005,0.016,0.361,0.221,0.143,0.133,0.097,0.036,0.008,0.001,0.000,0.000,0.818,0.084,0.033,0.018,0.011,0.036
All Vehicles - StL All Vehicles Volume,Origin,105,LIVINGSTON,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),42111,1829,1900,12.8,12.9,18,18,2.269,0.177,0.287,0.186,0.112,0.072,0.047,0.031,0.022,0.015,0.011,0.008,0.006,0.005,0.004,0.003,0.014,0.150,0.207,0.227,0.111,0.121,0.065,0.042,0.022,0.014,0.010,0.007,0.005,0.004,0.015,0.431,0.223,0.130,0.108,0.073,0.027,0.007,0.001,0.000,0.000,0.797,0.095,0.036,0.020,0.012,0.040
All Vehicles - StL All Vehicles Volume,Origin,105,LIVINGSTON,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),40384,1694,1743,11.7,11.7,19,18,2.137,0.179,0.294,0.194,0.118,0.075,0.046,0.029,0.019,0.013,0.009,0.006,0.004,0.003,0.002,0.002,0.007,0.150,0.200,0.214,0.120,0.141,0.072,0.041,0.022,0.012,0.008,0.005,0.003,0.003,0.009,0.407,0.225,0.137,0.117,0.078,0.028,0.007,0.001,0.000,0.000,0.807,0.092,0.035,0.019,0.011,0.036
All Vehicles - StL All Vehicles Volume,Origin,105,LIVINGSTON,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),136873,1751,1816,12.4,12.5,19,19,2.209,0.178,0.293,0.189,0.115,0.074,0.047,0.029,0.019,0.014,0.010,0.007,0.005,0.004,0.003,0.002,0.011,0.146,0.199,0.220,0.116,0.134,0.071,0.044,0.023,0.012,0.009,0.006,0.004,0.004,0.012,0.405,0.225,0.134,0.118,0.081,0.029,0.007,0.001,0.000,0.000,0.808,0.090,0.035,0.019,0.011,0.037
All Vehicles - StL All Vehicles Volume,Origin,105,LIVINGSTON,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),29405,1865,1940,14.1,14.3,20,20,2.252,0.159,0.279,0.188,0.121,0.080,0.055,0.032,0.021,0.015,0.011,0.008,0.006,0.005,0.004,0.003,0.013,0.128,0.175,0.208,0.120,0.148,0.081,0.056,0.028,0.015,0.010,0.007,0.005,0.005,0.014,0.359,0.219,0.144,0.137,0.099,0.034,0.007,0.001,0.000,0.000,0.815,0.085,0.035,0.018,0.012,0.035
All Vehicles - StL All Vehicles Volume,Origin,105,LIVINGSTON,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),40780,1777,1863,11.9,12.2,17,17,2.345,0.182,0.294,0.185,0.111,0.071,0.045,0.030,0.020,0.014,0.011,0.008,0.006,0.004,0.003,0.003,0.013,0.154,0.213,0.235,0.110,0.115,0.063,0.039,0.021,0.012,0.009,0.006,0.005,0.004,0.014,0.442,0.230,0.127,0.103,0.068,0.023,0.006,0.001,0.000,0.000,0.790,0.097,0.037,0.020,0.013,0.043
All Vehicles - StL All Vehicles Volume,Origin,105,LIVINGSTON,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),43359,1645,1694,11.0,11.0,18,18,2.132,0.182,0.296,0.196,0.118,0.076,0.046,0.027,0.018,0.012,0.008,0.005,0.004,0.003,0.002,0.001,0.006,0.150,0.202,0.221,0.120,0.140,0.074,0.040,0.020,0.010,0.007,0.004,0.003,0.002,0.007,0.410,0.229,0.137,0.116,0.075,0.026,0.006,0.001,0.000,0.000,0.806,0.093,0.035,0.020,0.011,0.035
All Vehicles - StL All Vehicles Volume,Origin,105,LIVINGSTON,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),115270,1851,1897,14.2,14.1,20,19,2.134,0.175,0.286,0.185,0.113,0.072,0.047,0.032,0.023,0.016,0.012,0.009,0.006,0.005,0.004,0.003,0.012,0.145,0.193,0.209,0.117,0.136,0.067,0.045,0.025,0.017,0.011,0.008,0.005,0.005,0.017,0.392,0.216,0.135,0.118,0.088,0.038,0.011,0.002,0.000,0.000,0.820,0.085,0.032,0.017,0.011,0.035
All Vehicles - StL All Vehicles Volume,Origin,105,LIVINGSTON,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),18584,1985,2038,16.0,16.1,20,20,2.160,0.170,0.286,0.177,0.108,0.071,0.046,0.035,0.023,0.018,0.014,0.011,0.008,0.007,0.005,0.004,0.017,0.132,0.178,0.222,0.121,0.132,0.060,0.047,0.029,0.019,0.012,0.010,0.007,0.006,0.025,0.366,0.224,0.140,0.119,0.092,0.044,0.013,0.002,0.000,0.000,0.830,0.080,0.030,0.016,0.010,0.034
All Vehicles - StL All Vehicles Volume,Origin,105,LIVINGSTON,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),43908,1902,1946,14.3,14.2,20,19,2.110,0.167,0.277,0.190,0.115,0.074,0.049,0.033,0.025,0.017,0.012,0.009,0.007,0.005,0.004,0.003,0.013,0.140,0.195,0.212,0.112,0.134,0.069,0.048,0.026,0.018,0.011,0.008,0.005,0.005,0.017,0.399,0.212,0.135,0.120,0.087,0.035,0.010,0.002,0.000,0.000,0.818,0.088,0.032,0.018,0.011,0.033
All Vehicles - StL All Vehicles Volume,Origin,105,LIVINGSTON,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),31361,1790,1832,13.3,13.2,19,19,2.113,0.177,0.290,0.185,0.115,0.074,0.047,0.031,0.022,0.015,0.011,0.008,0.006,0.004,0.003,0.002,0.010,0.149,0.193,0.206,0.120,0.141,0.067,0.043,0.025,0.016,0.010,0.007,0.005,0.004,0.014,0.399,0.214,0.137,0.118,0.086,0.035,0.010,0.001,0.000,0.000,0.818,0.087,0.033,0.017,0.010,0.035
All Vehicles - StL All Vehicles Volume,Origin,107,LOGAN,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),94534,1823,1883,13.5,13.5,19,19,2.150,0.168,0.291,0.190,0.116,0.078,0.051,0.030,0.019,0.012,0.008,0.006,0.005,0.004,0.003,0.003,0.016,0.118,0.187,0.277,0.115,0.124,0.054,0.054,0.026,0.010,0.005,0.004,0.002,0.002,0.022,0.394,0.255,0.133,0.098,0.068,0.036,0.014,0.002,0.000,0.000,0.803,0.092,0.035,0.019,0.012,0.039
All Vehicles - StL All Vehicles Volume,Origin,107,LOGAN,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),18671,1973,2027,15.7,15.7,21,21,2.089,0.148,0.270,0.187,0.123,0.092,0.061,0.035,0.021,0.013,0.009,0.007,0.005,0.004,0.004,0.003,0.018,0.105,0.168,0.243,0.117,0.136,0.069,0.080,0.031,0.013,0.006,0.004,0.003,0.002,0.023,0.349,0.236,0.144,0.121,0.090,0.045,0.013,0.002,0.000,0.000,0.815,0.086,0.034,0.019,0.012,0.034
All Vehicles - StL All Vehicles Volume,Origin,107,LOGAN,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),30166,1846,1916,13.6,13.6,18,18,2.231,0.172,0.293,0.188,0.112,0.075,0.050,0.030,0.019,0.012,0.009,0.006,0.005,0.004,0.004,0.003,0.018,0.123,0.198,0.289,0.110,0.111,0.048,0.048,0.025,0.010,0.005,0.004,0.002,0.002,0.025,0.426,0.253,0.122,0.087,0.061,0.034,0.015,0.002,0.000,0.000,0.790,0.098,0.037,0.020,0.012,0.043
All Vehicles - StL All Vehicles Volume,Origin,107,LOGAN,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),28642,1729,1790,12.0,12.0,18,18,2.163,0.168,0.297,0.195,0.119,0.076,0.049,0.030,0.019,0.012,0.007,0.005,0.004,0.003,0.003,0.002,0.011,0.121,0.185,0.285,0.120,0.131,0.051,0.046,0.024,0.009,0.005,0.003,0.002,0.002,0.016,0.402,0.263,0.134,0.094,0.062,0.031,0.012,0.002,0.000,0.000,0.796,0.095,0.037,0.020,0.012,0.040
All Vehicles - StL All Vehicles Volume,Origin,107,LOGAN,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),95914,1778,1843,12.7,12.8,18,18,2.158,0.171,0.298,0.190,0.116,0.078,0.051,0.029,0.018,0.011,0.007,0.005,0.004,0.003,0.003,0.002,0.014,0.120,0.190,0.280,0.116,0.122,0.054,0.054,0.024,0.009,0.005,0.003,0.002,0.002,0.019,0.401,0.259,0.132,0.096,0.066,0.034,0.011,0.001,0.000,0.000,0.797,0.094,0.036,0.020,0.013,0.040
All Vehicles - StL All Vehicles Volume,Origin,107,LOGAN,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),20722,1949,2004,15.4,15.4,21,21,2.073,0.146,0.268,0.187,0.127,0.096,0.063,0.035,0.020,0.012,0.009,0.006,0.005,0.004,0.003,0.002,0.017,0.103,0.167,0.238,0.116,0.137,0.073,0.088,0.031,0.013,0.006,0.004,0.002,0.002,0.020,0.343,0.234,0.145,0.125,0.095,0.045,0.012,0.001,0.000,0.000,0.814,0.087,0.035,0.019,0.012,0.033
All Vehicles - StL All Vehicles Volume,Origin,107,LOGAN,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),28284,1794,1876,12.6,12.6,17,17,2.286,0.179,0.297,0.186,0.110,0.072,0.049,0.030,0.018,0.012,0.008,0.006,0.005,0.004,0.004,0.003,0.017,0.128,0.207,0.296,0.110,0.103,0.045,0.046,0.023,0.009,0.004,0.003,0.002,0.002,0.022,0.442,0.258,0.118,0.081,0.057,0.031,0.011,0.002,0.000,0.000,0.779,0.101,0.039,0.022,0.013,0.046
All Vehicles - StL All Vehicles Volume,Origin,107,LOGAN,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),30201,1652,1720,10.7,10.8,17,17,2.176,0.172,0.304,0.198,0.119,0.073,0.048,0.028,0.017,0.011,0.007,0.005,0.003,0.003,0.002,0.002,0.008,0.125,0.190,0.288,0.123,0.130,0.049,0.042,0.021,0.008,0.005,0.003,0.002,0.002,0.012,0.413,0.272,0.134,0.089,0.055,0.027,0.009,0.001,0.000,0.000,0.787,0.099,0.038,0.020,0.014,0.042
All Vehicles - StL All Vehicles Volume,Origin,107,LOGAN,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),85092,1897,1943,15.1,15.0,20,20,2.095,0.166,0.288,0.189,0.114,0.077,0.051,0.032,0.020,0.012,0.009,0.006,0.005,0.005,0.004,0.004,0.018,0.116,0.180,0.271,0.111,0.130,0.055,0.052,0.029,0.012,0.007,0.004,0.002,0.003,0.028,0.382,0.247,0.134,0.101,0.072,0.042,0.019,0.003,0.000,0.000,0.821,0.085,0.032,0.017,0.010,0.035
All Vehicles - StL All Vehicles Volume,Origin,107,LOGAN,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),13156,2076,2122,17.4,17.3,21,20,2.028,0.156,0.277,0.183,0.112,0.079,0.054,0.034,0.022,0.014,0.012,0.009,0.007,0.007,0.005,0.004,0.025,0.109,0.172,0.255,0.113,0.137,0.058,0.055,0.030,0.015,0.008,0.005,0.004,0.003,0.036,0.363,0.236,0.140,0.109,0.080,0.049,0.020,0.003,0.000,0.000,0.830,0.081,0.029,0.016,0.011,0.033
All Vehicles - StL All Vehicles Volume,Origin,107,LOGAN,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),33022,1921,1964,15.2,15.1,20,19,2.085,0.161,0.284,0.191,0.116,0.079,0.052,0.033,0.021,0.012,0.010,0.006,0.005,0.004,0.004,0.004,0.018,0.116,0.181,0.276,0.107,0.126,0.055,0.054,0.030,0.012,0.006,0.004,0.002,0.003,0.028,0.390,0.245,0.132,0.099,0.070,0.041,0.020,0.003,0.000,0.000,0.815,0.090,0.034,0.017,0.009,0.035
All Vehicles - StL All Vehicles Volume,Origin,107,LOGAN,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),23300,1863,1912,14.6,14.5,20,20,2.120,0.164,0.286,0.189,0.118,0.079,0.052,0.034,0.020,0.012,0.008,0.006,0.004,0.005,0.004,0.004,0.015,0.115,0.175,0.268,0.113,0.133,0.057,0.054,0.032,0.013,0.007,0.004,0.002,0.002,0.025,0.377,0.246,0.133,0.103,0.076,0.043,0.019,0.003,0.000,0.000,0.822,0.083,0.033,0.018,0.009,0.035
All Vehicles - StL All Vehicles Volume,Origin,109,MCDONOUGH,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),105914,1565,1624,9.4,9.4,15,15,2.149,0.201,0.329,0.191,0.104,0.059,0.035,0.023,0.015,0.010,0.007,0.006,0.004,0.003,0.002,0.002,0.009,0.169,0.241,0.269,0.111,0.098,0.040,0.024,0.013,0.008,0.007,0.005,0.004,0.002,0.009,0.489,0.253,0.111,0.076,0.051,0.017,0.003,0.000,0.000,0.000,0.786,0.105,0.039,0.021,0.012,0.037
All Vehicles - StL All Vehicles Volume,Origin,109,MCDONOUGH,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),18314,1650,1720,10.6,10.7,16,16,2.201,0.190,0.324,0.194,0.105,0.059,0.036,0.023,0.015,0.011,0.009,0.007,0.005,0.004,0.003,0.002,0.013,0.161,0.228,0.246,0.124,0.121,0.040,0.023,0.012,0.009,0.009,0.006,0.006,0.003,0.012,0.459,0.251,0.121,0.085,0.059,0.021,0.004,0.000,0.000,0.000,0.785,0.106,0.040,0.020,0.012,0.037
All Vehicles - StL All Vehicles Volume,Origin,109,MCDONOUGH,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),36746,1567,1633,9.0,9.1,14,14,2.195,0.204,0.332,0.188,0.101,0.057,0.034,0.023,0.014,0.011,0.008,0.006,0.004,0.004,0.002,0.002,0.010,0.183,0.253,0.271,0.102,0.086,0.036,0.021,0.012,0.008,0.007,0.005,0.004,0.002,0.010,0.525,0.246,0.101,0.066,0.044,0.015,0.003,0.000,0.000,0.000,0.770,0.113,0.043,0.022,0.013,0.039
All Vehicles - StL All Vehicles Volume,Origin,109,MCDONOUGH,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),31888,1571,1620,9.6,9.6,16,16,2.083,0.193,0.322,0.196,0.109,0.063,0.038,0.024,0.015,0.010,0.007,0.005,0.004,0.003,0.002,0.002,0.007,0.151,0.232,0.270,0.119,0.107,0.046,0.026,0.014,0.009,0.007,0.005,0.004,0.002,0.008,0.461,0.258,0.121,0.084,0.055,0.018,0.003,0.000,0.000,0.000,0.796,0.100,0.037,0.020,0.012,0.035
All Vehicles - StL All Vehicles Volume,Origin,109,MCDONOUGH,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),111057,1498,1561,8.5,8.6,15,15,2.167,0.207,0.335,0.190,0.102,0.058,0.034,0.022,0.014,0.009,0.007,0.005,0.004,0.003,0.002,0.001,0.007,0.177,0.249,0.264,0.109,0.097,0.039,0.023,0.012,0.008,0.006,0.004,0.003,0.002,0.007,0.499,0.252,0.109,0.074,0.048,0.015,0.003,0.000,0.000,0.000,0.777,0.110,0.041,0.021,0.013,0.038
All Vehicles - StL All Vehicles Volume,Origin,109,MCDONOUGH,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),20831,1573,1646,9.5,9.7,16,16,2.212,0.192,0.329,0.196,0.105,0.058,0.036,0.022,0.014,0.010,0.009,0.006,0.005,0.003,0.003,0.002,0.010,0.169,0.234,0.243,0.123,0.121,0.039,0.023,0.011,0.008,0.008,0.005,0.005,0.002,0.009,0.474,0.249,0.118,0.083,0.055,0.018,0.003,0.000,0.000,0.000,0.779,0.110,0.042,0.020,0.012,0.037
All Vehicles - StL All Vehicles Volume,Origin,109,MCDONOUGH,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),37517,1474,1548,7.8,7.9,13,13,2.242,0.216,0.342,0.185,0.096,0.054,0.032,0.021,0.013,0.010,0.007,0.006,0.004,0.003,0.002,0.001,0.008,0.200,0.267,0.266,0.096,0.079,0.033,0.019,0.011,0.007,0.006,0.004,0.003,0.002,0.007,0.549,0.244,0.093,0.061,0.039,0.012,0.002,0.000,0.000,0.000,0.755,0.121,0.046,0.023,0.014,0.041
All Vehicles - StL All Vehicles Volume,Origin,109,MCDONOUGH,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),34612,1509,1561,8.7,8.8,16,15,2.097,0.197,0.327,0.196,0.109,0.063,0.038,0.023,0.014,0.010,0.006,0.004,0.003,0.002,0.002,0.001,0.005,0.155,0.238,0.267,0.118,0.107,0.047,0.026,0.013,0.008,0.006,0.004,0.003,0.002,0.006,0.468,0.258,0.120,0.083,0.052,0.016,0.003,0.000,0.000,0.000,0.790,0.104,0.038,0.021,0.012,0.035
All Vehicles - StL All Vehicles Volume,Origin,109,MCDONOUGH,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),88384,1696,1746,11.3,11.2,16,16,2.093,0.189,0.320,0.194,0.107,0.060,0.036,0.024,0.016,0.011,0.009,0.007,0.005,0.004,0.003,0.002,0.013,0.152,0.223,0.279,0.114,0.100,0.043,0.025,0.014,0.010,0.009,0.007,0.006,0.003,0.015,0.458,0.254,0.118,0.082,0.058,0.023,0.006,0.001,0.000,0.000,0.807,0.093,0.035,0.019,0.011,0.035
All Vehicles - StL All Vehicles Volume,Origin,109,MCDONOUGH,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),11785,1916,1975,14.5,14.5,18,18,2.143,0.179,0.297,0.194,0.108,0.059,0.037,0.027,0.020,0.012,0.011,0.011,0.008,0.006,0.005,0.003,0.023,0.135,0.208,0.257,0.125,0.120,0.044,0.023,0.015,0.011,0.013,0.010,0.009,0.005,0.025,0.418,0.251,0.130,0.089,0.070,0.032,0.009,0.001,0.000,0.000,0.814,0.087,0.033,0.019,0.010,0.037
All Vehicles - StL All Vehicles Volume,Origin,109,MCDONOUGH,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),33443,1739,1791,11.4,11.4,16,16,2.066,0.178,0.311,0.195,0.112,0.064,0.040,0.026,0.017,0.012,0.009,0.007,0.006,0.004,0.003,0.002,0.014,0.145,0.217,0.281,0.116,0.104,0.046,0.027,0.014,0.010,0.009,0.007,0.006,0.003,0.015,0.457,0.252,0.121,0.084,0.058,0.023,0.005,0.000,0.000,0.000,0.808,0.093,0.035,0.019,0.011,0.034
All Vehicles - StL All Vehicles Volume,Origin,109,MCDONOUGH,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),24380,1681,1721,11.2,11.2,17,16,2.032,0.189,0.320,0.193,0.106,0.061,0.036,0.024,0.017,0.012,0.009,0.006,0.005,0.004,0.004,0.003,0.011,0.146,0.221,0.280,0.117,0.102,0.044,0.026,0.013,0.011,0.009,0.008,0.006,0.004,0.013,0.444,0.259,0.120,0.086,0.061,0.023,0.006,0.001,0.000,0.000,0.811,0.093,0.034,0.018,0.011,0.033
All Vehicles - StL All Vehicles Volume,Origin,11,BUREAU,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),108936,1809,1865,13.4,13.5,20,20,2.086,0.156,0.290,0.209,0.126,0.072,0.043,0.028,0.019,0.013,0.009,0.007,0.005,0.004,0.003,0.003,0.013,0.120,0.158,0.202,0.194,0.158,0.073,0.028,0.014,0.012,0.009,0.006,0.005,0.003,0.018,0.329,0.254,0.180,0.123,0.071,0.032,0.010,0.001,0.000,0.000,0.831,0.084,0.028,0.016,0.009,0.032
All Vehicles - StL All Vehicles Volume,Origin,11,BUREAU,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),21402,1941,2002,15.6,15.7,22,21,2.088,0.143,0.279,0.209,0.129,0.074,0.044,0.032,0.021,0.014,0.011,0.008,0.006,0.005,0.004,0.004,0.017,0.111,0.143,0.185,0.198,0.162,0.083,0.033,0.017,0.015,0.012,0.007,0.006,0.004,0.024,0.298,0.244,0.185,0.135,0.085,0.040,0.012,0.001,0.000,0.000,0.838,0.078,0.028,0.016,0.009,0.031
All Vehicles - StL All Vehicles Volume,Origin,11,BUREAU,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),34392,1835,1902,13.1,13.3,19,19,2.193,0.158,0.286,0.204,0.123,0.072,0.044,0.029,0.020,0.014,0.011,0.008,0.006,0.005,0.003,0.003,0.014,0.129,0.168,0.209,0.186,0.145,0.068,0.027,0.014,0.011,0.009,0.007,0.005,0.004,0.018,0.361,0.258,0.168,0.112,0.062,0.029,0.009,0.001,0.000,0.000,0.816,0.089,0.030,0.017,0.011,0.037
All Vehicles - StL All Vehicles Volume,Origin,11,BUREAU,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),33425,1697,1749,11.8,11.9,20,19,2.038,0.158,0.298,0.215,0.126,0.074,0.042,0.025,0.016,0.013,0.008,0.006,0.004,0.003,0.002,0.002,0.008,0.120,0.161,0.205,0.202,0.164,0.070,0.026,0.013,0.009,0.008,0.005,0.003,0.002,0.012,0.331,0.260,0.185,0.122,0.067,0.026,0.008,0.001,0.000,0.000,0.831,0.086,0.029,0.015,0.009,0.030
All Vehicles - StL All Vehicles Volume,Origin,11,BUREAU,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),110387,1762,1823,12.8,12.9,20,20,2.115,0.160,0.294,0.210,0.126,0.072,0.042,0.027,0.018,0.012,0.009,0.006,0.004,0.003,0.003,0.002,0.012,0.123,0.163,0.204,0.193,0.156,0.072,0.027,0.014,0.011,0.008,0.006,0.004,0.003,0.016,0.335,0.257,0.178,0.121,0.069,0.030,0.009,0.001,0.000,0.000,0.828,0.085,0.029,0.016,0.009,0.033
